start_station_name,end_station_name,total_trips,start_lat,start_lon,end_lat,end_lon
21 St & Queens Plaza North,35 Ave & 10 St,1000,40.75325964,-73.94335788,40.76315481910373,-73.93985509872437
21 St & Queens Plaza North,Queens Plaza North & Crescent St,906,40.75325964,-73.94335788,40.75110165,-73.94073717
27 Ave & 9 St,31 St & Newtown Ave,973,40.7739825,-73.9309134,40.7675487799971,-73.9209334552288
27 St & Hunter St,27 St & Hunter St,810,40.7485,-73.941275,40.7485,-73.941275
27 St & Hunter St,46 Ave & 5 St,1104,40.7485,-73.941275,40.74731,-73.95451
28 St & 36 Ave,28 St & 41 Ave,886,40.757186,-73.932719,40.751047,-73.93797
3 Ave & E 169 St,3 Ave & E 169 St,819,40.832604527,-73.905215383,40.832678,-73.905158
3 Ave & E 62 St,1 Ave & E 62 St,1005,40.76312584,-73.96526895,40.7612274,-73.96094022
3 Ave & E 62 St,1 Ave & E 68 St,2274,40.76312584,-73.96526895,40.76500525,-73.95818491
3 Ave & E 62 St,1 Ave & E 78 St,869,40.76312584,-73.96526895,40.77140426,-73.9535166
3 Ave & E 62 St,3 Ave & E 62 St,873,40.76312584,-73.96526895,40.76312584,-73.96526895
3 Ave & E 62 St,E 72 St & York Ave,959,40.76312584,-73.96526895,40.76663814,-73.95348296
